food_code,food_name_en,food_name_bn,food_group,meal_slots,role,pairs_with_groups,compatibility_score,notes
03_0002,"Bean, scarlet runner, raw",শিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0003,"Bean, seeds and pods, raw",কাঁচা শিমের বিচি ও শুঁটি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0004,"Beet root, red, raw",বিটরুট,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0005,"Brinjal, purple, long, raw",লম্বা বেগুন,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0006,"Broad beans, raw",মাখন শিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0010,"Chilli, green, with seeds, raw",কাচা মরিচ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0012,"Cucumber, peeled, raw",শসা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0013,"Drumstick, pods, raw",সজনে ডাটা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0014,"Garlic, raw",রসুন,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0015,"Gourd, ash, raw",চালকুমড়া,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0017,"Gourd, bottle, raw",লাউ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0019,"Gourd, ridge, raw",ঝিঙ্গা বা ঝিঙে,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0020,"Gourd, snake, raw",চিচিঙ্গা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0021,"Gourd, sponge, raw",ধুন্দল বা ধুঁধুল,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0025,"Papaya, unripe, raw",কাঁচা পেঁপে,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0026,"Peas, raw",মটরশুঁটি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0027,"Plantain, raw",কাঁচা কলা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0030,"Tomato, green, raw",কাঁচা টমেটো,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0031,"Tomato, red, ripe, raw",পাকা টমেটো,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0032,"Turnip, raw",শালগম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0033,"Brinjal, purple, long, boiled (without salt)",বেগুন (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0034,"Cabbage, boiled (without salt)",বাঁধাকপি (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0035,"Carrot, boiled (without salt)",গাজর (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0036,"Cauliflower, boiled (without salt)",ফুলকপি (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0037,"Cowpea, boiled (without salt)",বরবটি (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0038,"Gourd, pointed, boiled (without salt)",পটল (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0039,"Gourd, teasle, boiled (without salt)",কাঁকরোল (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0040,"Okra/ladies finger, boiled (without salt)",ঢেঁড়স (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0041,"Papaya, unripe, boiled (without salt)",কাঁচা পেঁপে (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0042,"Plantain, boiled (without salt)",কাঁচা কলা (তরকারি),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0043,"Pumpkin, boiled (without salt)",মিষ্টি কুমড়া (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0044,"Radish, boiled (without salt)",মুলা (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0045,"Tomato, red, ripe, boiled (without salt)",পাকা টমেটো (রান্না করা),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0046,Lady's finger-tomato bhuna,ঢেঁড়স-টমেটো ভুনা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
03_0047,"Gourd, bitter, boiled (without salt)",করলা (রান্না করা তরকারি),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D001,Ash gourd,চালকুমড়ো,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D002,Bamboo shoot tender,বাঁশ কোড়ল,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D003,Bean scarlet tender,নরম লাল শিমের শুঁটি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D005,Bitter gourd jagged teeth ridges short,ছোট করলা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D006,Bitter gourd jagged smooth ridges elongate,করলা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D007,Bottle gourd elongate pale green,লম্বাটে হালকা সবুজ লাউ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D008,Bottle gourd round pale green,গোল লাউ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D009,Bottle gourd elongate dark green,লম্বা লাউ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D031,Brinjal - all varieties,বেগুন,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D032,Broad beans,শিম পোস্ত,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D036,Cauliflower,ফুলকপি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D037,Celery stalk,সেলারি ডাঁটি বা সেলারি শাকের ডাটা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D038,Cho-cho-marrow,পাহাড়ি স্কোয়াশ,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D039,Cluster beans,ঝাড়-শিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D040,Colocasia stem black,কচু শাক,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D041,Colocasia stem green,কচুর লতি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D042,Corn baby,কচি ভুট্টা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D043,Cucumber green elongate,লম্বা শসা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D044,Cucumber green short,সবুজ শসা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D045,Cucumber orange round,লেমন শসা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D046,Drumstick,সজনে বা সজিনা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D047,Field beans tender broad,রাজশিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D048,Field beans tender lean,শিমের বিচি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D049,French beans country,বীন শিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D050,French beans hybrid,ফারাসি বা ঝাড় শিম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D051,Jack fruit,কাঁঠাল,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D052,Jack fruit seeds,কাঁঠালের বিচি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D053,Knol - Khol,ওলকপি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D054,Kovai big,কোয়েম্বাটুর,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D055,Kovai small,কুঁদরি/কাকঝিঙ্গা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D056,Ladies finger,ঢেঁড়স,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D057,Mango green,কাঁচা আম,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D058,Onion stalk,পেঁয়াজ পাতা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D059,Papaya,কাঁচা পেঁপে,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D060,Parwar,পটোল,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D061,Peas fresh,মটরশুঁটি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D062,Plantain flower,কলার মোচা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D063,Plantain green,সবুজ কাঁচকলা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D064,Plantain stem,থোড়,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D065,Pumpkin green cylindrical,চালকুমড়া,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D066,Pumpkin orange round,মিষ্টি কুমড়ো,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D067,Red gram tender fresh,কচি অরহর,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D068,Ridge gourd,ঝিঙে,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D072,Snake gourd short,চিচিঙ্গা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D073,Tinda tender,টিন্ডা,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D074,Tomato green,কাঁচা টমেটো,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D075,Tomato ripe hybrid,পাকা টমেটো (হাইব্রিড),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D076,Tomato ripe local,পাকা টমেটো (দেশি),Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D077,Zucchini green,সবুজ স্কোয়াশ বা জুকিনি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
D078,Zucchini yellow,ধুন্দুল বা জুকিনি,Other Vegetables,"lunch,dinner",side,Cereals and Millets|Grain Legumes|Marine Fish|Fresh Water Fish and Shellfish|Animal Meat|Poultry|Spices and Condiments|Edible Oils and Fats,0.88,Vegetable curries (torkari) accompany every meal. Broad pairing range with proteins and staples.
N001,"Chicken, poultry, leg, skinless",মুরগির পা,Poultry,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.92,"Chicken curry (murgi) — everyday protein. Pairs with rice, roti, and dal."
N002,"Chicken, poultry thigh",মুরগির রান,Poultry,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.92,Chicken curry is very popular with rice. Suitable for lunch and dinner. Occasionally used in breakfast egg dishes.
N003,"Chicken, poultry breast",মুরগির মাংস,Poultry,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.92,"Chicken breast — lean protein. Used in grilled, curry, or biryani preparations."
N004,Chicken poultry wing,মুরগির ডানা বা পাখা,Poultry,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.92,Chicken curry is very popular with rice. Suitable for lunch and dinner. Occasionally used in breakfast egg dishes.
